Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Connecticut,2020-11-19,97028,4784,9800,82444,4.930535515521293
Delaware,2020-11-19,29755,779,15301,13675,2.6180473869937826
District of Columbia,2020-11-19,19465,665,14477,4323,3.4163883894169023
Florida,2020-11-19,905248,17731,NA,NA,1.9586897734101592
Georgia,2020-11-19,433732,9065,NA,NA,2.0900002766685417
Hawaii,2020-11-19,16974,223,11958,4793,1.3137740073052904
Idaho,2020-11-19,86435,812,35948,49675,0.9394342569560942
Illinois,2020-11-19,606771,11468,NA,NA,1.8900046310716896
Indiana,2020-11-19,268222,5479,156423,106320,2.0427108887414156
Iowa,2020-11-19,197518,2102,111305,84111,1.0642068064682713
Kansas,2020-11-19,130598,1328,3067,126203,1.016860901392058
Kentucky,2020-11-19,144753,1712,25058,117983,1.182704330825613
Louisiana,2020-11-19,209914,6184,185960,17770,2.9459683489429005
Maine,2020-11-19,9519,170,7229,2120,1.7859018804496272
Maryland,2020-11-19,171823,4351,8421,159051,2.532257031945665
Massachusetts,2020-11-19,195868,10407,137422,48039,5.313272203729042
Michigan,2020-11-19,303058,8573,138862,155623,2.8288314448059446
Minnesota,2020-11-19,242043,3066,193869,45108,1.266717070933677
Mississippi,2020-11-19,137396,3601,116683,17112,2.620891437887566
Missouri,2020-11-19,270868,3510,NA,NA,1.2958341332309464
Montana,2020-11-19,50582,561,30400,19621,1.1090901901862322
Nebraska,2020-11-19,106617,826,54604,51187,0.7747357363272274
Nevada,2020-11-19,125459,1947,2700,120812,1.5519014179931292
New Hampshire,2020-11-19,15599,504,11478,3617,3.230976344637477
New Jersey,2020-11-19,312701,16655,40090,255956,5.326174204751504
New Mexico,2020-11-19,70451,1290,26835,42326,1.8310598855942428
New York,2020-11-19,579811,34016,82022,463773,5.866739334024363
North Carolina,2020-11-19,320862,4898,276132,39832,1.5265129557255144
North Dakota,2020-11-19,67230,791,56468,9971,1.1765580841886063
Ohio,2020-11-19,318828,6518,212713,99597,2.0443624775741154
Oklahoma,2020-11-19,161425,1570,130032,29823,0.972587889112591
Oregon,2020-11-19,59669,788,5870,53011,1.3206187467529202
Pennsylvania,2020-11-19,288859,9470,186022,93367,3.2784161130516964
Rhode Island,2020-11-19,45911,1309,3233,41369,2.851168565267583
South Carolina,2020-11-19,199447,4182,103996,91269,2.096797645489779
South Dakota,2020-11-19,68671,674,48757,19240,0.9814914592768418
Tennessee,2020-11-19,325201,4048,279931,41222,1.2447686200226935
Texas,2020-11-19,1074864,20714,889099,241504,1.7991569654578192
Utah,2020-11-19,162028,740,108182,53106,0.4567111857209865
Vermont,2020-11-19,3161,60,2135,966,1.8981335020563113
Virginia,2020-11-19,208833,3860,22594,182379,1.848366876882485
Washington,2020-11-19,141231,2545,NA,NA,1.80201230608011
West Virginia,2020-11-19,36266,612,24493,11161,1.6875310207908234
Wisconsin,2020-11-19,350665,2925,254365,93375,0.8341294397787061
Wyoming,2020-11-19,25275,155,13752,11368,0.6132542037586548
Alabama,2021-11-19,841483,16043,NA,NA,1.9065150454614057
Alaska,2021-11-19,147560,842,NA,NA,0.5706153429113581
Arizona,2021-11-19,1228076,21808,NA,NA,1.7757858634156192
Arkansas,2021-11-19,522460,8599,NA,NA,1.6458676262297591
California,2021-11-19,5031035,73552,NA,NA,1.4614551922670358
Colorado,2021-11-19,801018,8834,NA,NA,1.1028466276662947
Connecticut,2021-11-19,412058,8834,NA,NA,2.1438729499245253
Delaware,2021-11-19,149096,2154,NA,NA,1.4447067661104256
District of Columbia,2021-11-19,65889,1196,NA,NA,1.8151740047655909
Florida,2021-11-19,3711612,60846,NA,NA,1.639341612215932
Georgia,2021-11-19,1653237,30094,NA,NA,1.8203076751851064
Hawaii,2021-11-19,86316,992,NA,NA,1.1492654895963668
Idaho,2021-11-19,302394,3826,NA,NA,1.2652367441152932
Illinois,2021-11-19,1758146,28623,NA,NA,1.6280217911367998
Indiana,2021-11-19,1065717,17220,NA,NA,1.6158135790270776
Iowa,2021-11-19,509761,7268,NA,NA,1.425766192392121
Kansas,2021-11-19,453856,6639,NA,NA,1.462798773179158
Kentucky,2021-11-19,768656,10394,NA,NA,1.3522303865448262
Louisiana,2021-11-19,766849,14735,NA,NA,1.921499539022676
Maine,2021-11-19,114065,1254,NA,NA,1.0993731644237934
Maryland,2021-11-19,574914,11096,NA,NA,1.930027795461582
Massachusetts,2021-11-19,887889,19244,NA,NA,2.167388040622195
Michigan,2021-11-19,1387938,24684,NA,NA,1.7784656086943365
Minnesota,2021-11-19,866055,9249,NA,NA,1.0679460311412092
Mississippi,2021-11-19,510322,10222,NA,NA,2.0030490553023386
Missouri,2021-11-19,892648,12985,NA,NA,1.4546607397316746
Montana,2021-11-19,187530,2540,NA,NA,1.3544499546739188
Nebraska,2021-11-19,300348,3092,NA,NA,1.0294724785915006
Nevada,2021-11-19,451547,7898,NA,NA,1.749098100529956
New Hampshire,2021-11-19,149827,1656,NA,NA,1.1052747502119111
New Jersey,2021-11-19,1225928,28230,NA,NA,2.3027453488296215
New Mexico,2021-11-19,300101,5238,NA,NA,1.7454123778327963
New York,2021-11-19,2652280,57097,NA,NA,2.1527515948542386
North Carolina,2021-11-19,1512478,18562,NA,NA,1.2272575204399667
North Dakota,2021-11-19,157381,1875,NA,NA,1.1913763414897605
Ohio,2021-11-19,1627051,27078,NA,NA,1.6452465226965842
Oklahoma,2021-11-19,657630,11757,NA,NA,1.7877834040417864
Oregon,2021-11-19,382990,4886,NA,NA,1.275751325099872
Pennsylvania,2021-11-19,1666724,32729,NA,NA,1.9636724496677311
Rhode Island,2021-11-19,185799,2903,NA,NA,1.5624411326218115
South Carolina,2021-11-19,910690,14078,NA,NA,1.5458608307986252
South Dakota,2021-11-19,161960,2303,NA,NA,1.4219560385280317
Tennessee,2021-11-19,1302201,16787,NA,NA,1.2891251043425709
Texas,2021-11-19,4329462,73176,NA,NA,1.701240848472252
Utah,2021-11-19,581165,3411,NA,NA,0.5869245395025509
Vermont,2021-11-19,45985,401,NA,NA,0.8720234859193216
Virginia,2021-11-19,951698,14469,NA,NA,1.520335232395151
Washington,2021-11-19,760482,9086,NA,NA,1.1947685809789057
West Virginia,2021-11-19,286249,4717,NA,NA,1.647866018745917
Wisconsin,2021-11-19,941550,9800,NA,NA,1.040836917848229
Wyoming,2021-11-19,109083,1347,NA,NA,1.2348395258656253
Alabama,2020-11-20,225910,3419,90702,131789,1.5134345535832854
Alaska,2020-11-20,26100,103,7165,18832,0.3946360153256705
Arizona,2020-11-20,287225,6384,46951,233890,2.22264775002176
Arkansas,2020-11-20,139855,2297,120545,17013,1.6424153587644346
California,2020-11-20,1096769,18581,NA,NA,1.6939912132353947
Colorado,2020-11-20,182801,2730,10392,169679,1.4934272788442076
Connecticut,2020-11-20,99381,4805,9800,84776,4.834928205592618
Delaware,2020-11-20,30153,782,15435,13936,2.593440122044241
District of Columbia,2020-11-20,19678,667,14589,4422,3.389572110986889
Florida,2020-11-20,914333,17810,NA,NA,1.947868008701425
Georgia,2020-11-20,437156,9102,NA,NA,2.0820942638325906
Hawaii,2020-11-20,17081,223,11958,4900,1.305544171886892
Idaho,2020-11-20,87978,835,36339,50804,0.9491009115915342
Illinois,2020-11-20,621383,11648,NA,NA,1.874528270004168
Indiana,2020-11-20,275503,5556,159413,110534,2.0166749545377
Iowa,2020-11-20,201572,2127,112778,86667,1.0552060802095529
Kansas,2020-11-20,131032,1328,3067,126637,1.0134928872336528
Kentucky,2020-11-20,148390,1742,25437,121211,1.1739335534739537
Louisiana,2020-11-20,211966,6199,185960,19807,2.924525631469198
Maine,2020-11-20,9734,171,7403,2160,1.7567289911649886
Maryland,2020-11-20,174733,4372,8441,161920,2.5021032088958584
Massachusetts,2020-11-20,198550,10435,145682,42433,5.255603122639133
Michigan,2020-11-20,311041,8717,138862,163462,2.802524426040297
Minnesota,2020-11-20,249906,3138,198365,48403,1.2556721327219034
Mississippi,2020-11-20,138791,3619,116683,18489,2.6075177785303083
Missouri,2020-11-20,275806,3542,NA,NA,1.2842360209712624
Montana,2020-11-20,51818,561,30477,20780,1.0826353776679918
Nebraska,2020-11-20,109280,854,55037,53389,0.7814787701317716
Nevada,2020-11-20,127876,1953,NA,NA,1.527260783884388
New Hampshire,2020-11-20,16115,506,11765,3844,3.1399317406143346
New Jersey,2020-11-20,317589,16689,40415,260485,5.254904924288939
New Mexico,2020-11-20,74116,1302,27659,45155,1.756705704571213
New York,2020-11-20,585635,34044,82507,469084,5.8131771495897615
North Carolina,2020-11-20,325158,4936,276132,44090,1.5180312340462174
North Dakota,2020-11-20,68612,801,57686,10125,1.1674342680580656
Ohio,2020-11-20,326615,6625,216619,103371,2.0283820400165333
Oklahoma,2020-11-20,164340,1588,132268,30484,0.9662894000243398
Oregon,2020-11-20,60873,808,5870,54195,1.32735367075715
Pennsylvania,2020-11-20,295807,9580,190725,95502,3.238598140003448
Rhode Island,2020-11-20,46951,1314,3277,42360,2.7986624353048923
South Carolina,2020-11-20,201160,4201,104997,91962,2.0883873533505666
South Dakota,2020-11-20,69742,705,51153,17884,1.010868630093774
Tennessee,2020-11-20,328088,4128,283785,40175,1.2581990197751822
Texas,2020-11-20,1089369,20924,896191,248494,1.7951131125446012
Utah,2020-11-20,165996,756,110007,55233,0.4554326610279766
Vermont,2020-11-20,3310,61,2157,1092,1.8429003021148036
Virginia,2020-11-20,210787,3896,22858,184033,1.848311328497488
Washington,2020-11-20,143405,2557,NA,NA,1.7830619573933963
West Virginia,2020-11-20,37399,623,25133,11643,1.6658199417096713
Wisconsin,2020-11-20,358113,3010,259953,95150,0.8405168201098536
Wyoming,2020-11-20,26169,176,14904,11089,0.6725514922236234
Alabama,2021-11-20,841956,16063,NA,NA,1.9078194109905984
Alaska,2021-11-20,148083,862,NA,NA,0.582105981105191
Arizona,2021-11-20,1233146,21886,NA,NA,1.774810119807387
Arkansas,2021-11-20,523192,8608,NA,NA,1.6452850961023868
California,2021-11-20,5033949,73694,NA,NA,1.4634299394881034
Colorado,2021-11-20,804734,8878,NA,NA,1.103221685675018
Connecticut,2021-11-20,412918,8850,NA,NA,2.1432826856664033
Delaware,2021-11-20,149566,2154,NA,NA,1.440166882847706
District of Columbia,2021-11-20,66028,1196,NA,NA,1.811352759435391
Florida,2021-11-20,3721503,61081,NA,NA,1.6412992277582472
Georgia,2021-11-20,1654649,30162,NA,NA,1.822863942745561
Hawaii,2021-11-20,86522,998,NA,NA,1.153463858902938
Idaho,2021-11-20,303050,3845,NA,NA,1.2687675301105428
Illinois,2021-11-20,1763866,28660,NA,NA,1.6248399821755168
Indiana,2021-11-20,1069450,17247,NA,NA,1.6126981158539435
Iowa,2021-11-20,509761,7268,NA,NA,1.425766192392121
Kansas,2021-11-20,456624,6636,NA,NA,1.4532744665194997
Kentucky,2021-11-20,769732,10606,NA,NA,1.37788217197674
Louisiana,2021-11-20,767330,14749,NA,NA,1.9221195574264007
Maine,2021-11-20,115009,1268,NA,NA,1.1025224112895513
Maryland,2021-11-20,575996,11102,NA,NA,1.927443940582921
Massachusetts,2021-11-20,890733,19268,NA,NA,2.1631622495180935
Michigan,2021-11-20,1408419,24841,NA,NA,1.7637507020283028
Minnesota,2021-11-20,871203,9279,NA,NA,1.0650789770007678
Mississippi,2021-11-20,510748,10229,NA,NA,2.0027489094426216
Missouri,2021-11-20,894355,12996,NA,NA,1.4531142555249317
Montana,2021-11-20,188013,2547,NA,NA,1.3546935584241515
Nebraska,2021-11-20,301436,3098,NA,NA,1.027747183481734
Nevada,2021-11-20,452173,7917,NA,NA,1.750878535427812
New Hampshire,2021-11-20,150813,1662,NA,NA,1.102027013586362
New Jersey,2021-11-20,1228167,28243,NA,NA,2.2996058353627804
New Mexico,2021-11-20,301937,5263,NA,NA,1.743078854198061
New York,2021-11-20,2659870,57141,NA,NA,2.1482628850282155
North Carolina,2021-11-20,1514879,18597,NA,NA,1.2276228002368506
North Dakota,2021-11-20,157851,1887,NA,NA,1.1954311344242354
Ohio,2021-11-20,1633480,27138,NA,NA,1.6405465631657563
Oklahoma,2021-11-20,658600,11772,NA,NA,1.7874278773155177
Oregon,2021-11-20,384062,4914,NA,NA,1.279480917143586
Pennsylvania,2021-11-20,1674328,32825,NA,NA,1.9604880286299935
Rhode Island,2021-11-20,186387,2906,NA,NA,1.559121612558816
South Carolina,2021-11-20,911624,14096,NA,NA,1.5462515247514326
South Dakota,2021-11-20,162375,2305,NA,NA,1.4195535026943802
Tennessee,2021-11-20,1303830,16820,NA,NA,1.2900454813894449
Texas,2021-11-20,4333932,73276,NA,NA,1.702215835467027
Utah,2021-11-20,582929,3428,NA,NA,0.5880647557421229
Vermont,2021-11-20,46449,401,NA,NA,0.8633124502142134
Virginia,2021-11-20,953460,14492,NA,NA,1.5199379103475763
Washington,2021-11-20,762118,9110,NA,NA,1.1953529505929528
West Virginia,2021-11-20,287612,4726,NA,NA,1.6431859588612436
Wisconsin,2021-11-20,945715,9816,NA,NA,1.0379448353890972
Wyoming,2021-11-20,109318,1347,NA,NA,1.232185001555096
Alabama,2020-11-21,228373,3451,90702,134220,1.5111243448218483
Alaska,2020-11-21,26561,103,7165,19293,0.3877866044200143
Arizona,2020-11-21,291696,6427,47383,237886,2.203321265975536
Arkansas,2020-11-21,141916,2321,122219,17376,1.63547450604583
California,2020-11-21,1113014,18669,NA,NA,1.6771656089865676
Colorado,2020-11-21,188566,2745,10618,175203,1.455723725379973
Connecticut,2020-11-21,101469,4828,9800,86841,4.758103460170101
Delaware,2020-11-21,30816,784,15534,14498,2.544132917964694
District of Columbia,2020-11-21,19808,669,14699,4440,3.377423263327948
Florida,2020-11-21,923418,17889,NA,NA,1.9372591827319805
Georgia,2020-11-21,440591,9142,NA,NA,2.0749402507087074
Hawaii,2020-11-21,17199,224,11958,5017,1.3024013024013024
Idaho,2020-11-21,89764,845,36831,52088,0.941357337017067
Illinois,2020-11-21,634395,11795,NA,NA,1.859251728024338
Indiana,2020-11-21,282311,5628,162324,114359,1.9935461246639343
Iowa,2020-11-21,205917,2159,114338,89420,1.0484806985338753
Kansas,2020-11-21,136763,1412,3144,132207,1.0324429853103545
Kentucky,2020-11-21,152206,1762,25728,124716,1.1576416172818418
Louisiana,2020-11-21,216709,6233,185960,24516,2.8762072641191643
Maine,2020-11-21,9958,173,7590,2195,1.7372966459128338
Maryland,2020-11-21,177086,4398,8474,164214,2.4835390714116303
Massachusetts,2020-11-21,200949,10469,145682,44798,5.209779595817844
Michigan,2020-11-21,321181,8774,138862,173545,2.7317929765459352
Minnesota,2020-11-21,256700,3206,202432,51062,1.2489287105570706
Mississippi,2020-11-21,140429,3642,116683,20104,2.5934814034138247
Missouri,2020-11-21,280857,3580,NA,NA,1.2746700278077456
Montana,2020-11-21,53293,567,30557,22169,1.063929596757548
Nebraska,2020-11-21,111661,897,55885,54879,0.8033243478027243
Nevada,2020-11-21,129714,1982,NA,NA,1.5279769338698983
New Hampshire,2020-11-21,16616,507,12201,3908,3.05127587867116
New Jersey,2020-11-21,321821,16712,40705,264404,5.192948875306459
New Mexico,2020-11-21,77098,1325,28130,47643,1.7185919219694414
New York,2020-11-21,591368,34082,82766,474520,5.76324725044304
North Carolina,2020-11-21,328846,4979,276132,47735,1.5140825796877566
North Dakota,2020-11-21,70016,824,59283,9909,1.1768738574040218
Ohio,2020-11-21,335423,6746,220281,108396,2.011191838365288
Oklahoma,2020-11-21,167261,1603,134934,30724,0.9583824083318884
Oregon,2020-11-21,62175,812,5870,55493,1.3059911540008042
Pennsylvania,2020-11-21,302998,9687,192260,101051,3.197050805615879
Rhode Island,2020-11-21,48001,1321,3314,43366,2.7520259994583447
South Carolina,2020-11-21,203161,4231,105856,93074,2.0825847480569597
South Dakota,2020-11-21,71070,741,51922,18407,1.042634022794428
Tennessee,2020-11-21,331532,4202,287908,39422,1.26744929599556
Texas,2020-11-21,1102987,21096,901943,256668,1.7882406394130068
Utah,2020-11-21,170584,773,112356,57455,0.4531491816348544
Vermont,2020-11-21,3459,62,2205,1192,1.7924255565192253
Virginia,2020-11-21,213331,3912,22946,186473,1.8337700568599968
Washington,2020-11-21,145281,2573,NA,NA,1.7710505847289046
West Virginia,2020-11-21,38480,639,25664,12177,1.6606029106029103
Wisconsin,2020-11-21,365190,3091,266280,95819,0.8464087187491443
Wyoming,2020-11-21,27129,176,16316,10637,0.6487522577315787
Alabama,2021-11-21,842636,16073,NA,NA,1.907466569194765
Alaska,2021-11-21,148083,862,NA,NA,0.582105981105191
Arizona,2021-11-21,1238249,21939,NA,NA,1.771776112881981
Arkansas,2021-11-21,523866,8612,NA,NA,1.643931845166512
California,2021-11-21,5035929,73720,NA,NA,1.4633717379087718
Colorado,2021-11-21,804734,8878,NA,NA,1.103221685675018
Connecticut,2021-11-21,412918,8850,NA,NA,2.1432826856664033
Delaware,2021-11-21,150046,2159,NA,NA,1.4388920730975834
District of Columbia,2021-11-21,66028,1196,NA,NA,1.811352759435391
Florida,2021-11-21,3721503,61081,NA,NA,1.6412992277582472
Georgia,2021-11-21,1654649,30162,NA,NA,1.822863942745561
Hawaii,2021-11-21,86740,1002,NA,NA,1.155176389209131
Idaho,2021-11-21,303296,3846,NA,NA,1.2680681578392066
Illinois,2021-11-21,1763866,28660,NA,NA,1.6248399821755168
Indiana,2021-11-21,1069450,17247,NA,NA,1.6126981158539435
Iowa,2021-11-21,513637,7268,NA,NA,1.415007096451385
Kansas,2021-11-21,456624,6636,NA,NA,1.4532744665194997
Kentucky,2021-11-21,771772,10648,NA,NA,1.37788217197674
Louisiana,2021-11-21,767330,14749,NA,NA,1.9221195574264007
Maine,2021-11-21,115863,1271,NA,NA,1.0969852325591432
Maryland,2021-11-21,577013,11111,NA,NA,1.925606528795712
Massachusetts,2021-11-21,890733,19268,NA,NA,2.1631622495180935
Michigan,2021-11-21,1408419,24841,NA,NA,1.7637507020283028
Minnesota,2021-11-21,871203,9279,NA,NA,1.0650789770007678
Mississippi,2021-11-21,510748,10229,NA,NA,2.0027489094426216
Missouri,2021-11-21,895936,13002,NA,NA,1.4512197299807128
Montana,2021-11-21,188013,2547,NA,NA,1.3546935584241515
Nebraska,2021-11-21,302567,3108,NA,NA,1.0272105021367168
Nevada,2021-11-21,452173,7917,NA,NA,1.750878535427812
New Hampshire,2021-11-21,150813,1662,NA,NA,1.102027013586362
New Jersey,2021-11-21,1230366,28250,NA,NA,2.296064748213133
New Mexico,2021-11-21,301937,5263,NA,NA,1.743078854198061
New York,2021-11-21,2665759,57158,NA,NA,2.1441548166957327
North Carolina,2021-11-21,1514879,18597,NA,NA,1.2276228002368506
North Dakota,2021-11-21,158338,1889,NA,NA,1.1930174689588096
Ohio,2021-11-21,1639070,27222,NA,NA,1.6367208233937538
Oklahoma,2021-11-21,658600,11772,NA,NA,1.7874278773155177
Oregon,2021-11-21,384062,4914,NA,NA,1.279480917143586
Pennsylvania,2021-11-21,1680752,32911,NA,NA,1.958111607185355
Rhode Island,2021-11-21,186387,2906,NA,NA,1.559121612558816
South Carolina,2021-11-21,911624,14096,NA,NA,1.5462515247514326
South Dakota,2021-11-21,162375,2305,NA,NA,1.4195535026943802
Tennessee,2021-11-21,1303830,16820,NA,NA,1.2900454813894449
Texas,2021-11-21,4336683,73351,NA,NA,1.7033064128670214
Utah,2021-11-21,582929,3428,NA,NA,0.5880647557421229
Vermont,2021-11-21,46896,404,NA,NA,0.861480723302627
Virginia,2021-11-21,953460,14492,NA,NA,1.5199379103475763
Washington,2021-11-21,762118,9110,NA,NA,1.1953529505929528
West Virginia,2021-11-21,288502,4726,NA,NA,1.6381168934704091
Wisconsin,2021-11-21,945715,9816,NA,NA,1.0379448353890972
Wyoming,2021-11-21,109318,1347,NA,NA,1.232185001555096
Alabama,2020-11-22,230708,3457,90702,136549,1.4984309170033114
Alaska,2020-11-22,27242,104,7165,19973,0.3817634534909331
Arizona,2020-11-22,295334,6457,47890,240987,2.186338179823522
Arkansas,2020-11-22,143821,2337,123722,17762,1.6249365530763935
California,2020-11-22,1128137,18748,NA,NA,1.6616634183220815
Colorado,2020-11-22,194679,2787,10831,181061,1.431587382306258
Connecticut,2020-11-22,101469,4828,9800,86841,4.758103460170101
Delaware,2020-11-22,31321,786,15735,14800,2.50949841959069
District of Columbia,2020-11-22,19961,670,14821,4470,3.3565452632633637
Florida,2020-11-22,931827,17930,NA,NA,1.9241769126672656
Georgia,2020-11-22,446804,9179,NA,NA,2.0543683583853323
Hawaii,2020-11-22,17361,231,11958,5172,1.3305685156385
Idaho,2020-11-22,90834,847,37232,52755,0.932470220402052
Illinois,2020-11-22,646286,11952,NA,NA,1.8493360524597469
Indiana,2020-11-22,289183,5697,163741,119745,1.9700328165901868
Iowa,2020-11-22,209203,2191,115736,91276,1.0473081169964102
Kansas,2020-11-22,136936,1412,3144,132380,1.031138634106444
Kentucky,2020-11-22,155908,1783,26156,127969,1.1436231623778126
Louisiana,2020-11-22,216709,6233,185960,24516,2.8762072641191643
Maine,2020-11-22,10123,174,7713,2236,1.7188580460337846
Maryland,2020-11-22,179971,4415,8498,167058,2.4531730112073613
Massachusetts,2020-11-22,204155,10488,145682,47985,5.137273150302466
Michigan,2020-11-22,329021,8875,152267,167879,2.697396214831272
Minnesota,2020-11-22,262952,3257,211513,48182,1.2386291034105084
Mississippi,2020-11-22,142401,3657,116683,22061,2.568099943118377
Missouri,2020-11-22,285862,3597,NA,NA,1.2582994591796042
Montana,2020-11-22,54542,600,38701,15241,1.1000696710791684
